Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),dataset,row_number,quality_issues,Work,Work ID,IDA,Hon'ble Members of Parliament,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),Calamity Type,Calamity Name,Date of Consent,Consent Amount ( ₹ ),Work Category,Work Description,Image,Completion Date,Amount Disbursed ( ₹ ),Work category,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,WORK,Elected/Nominated,RECOMMENDED AMOUNT   ( ₹ )
15944,Haryana,,HISAR,,Works Completed.csv,15945,MISSING_OR_BLANK,WS/MP18062/2025-2026/196316-Improvement of electricity distribution infrastructure,,HISAR(DEPUTY COMMISSIONER HISSAR_IDA),JAI PARKASH,,,,,,,,,Normal/Others,new electric connection of Azad singh son Atma ram of village Dobhi Lalpur road app number H25-625-106,,11-Feb-26,24251,,,,,,,,,
15948,Gujarat,,ANAND,,Works Completed.csv,15949,MISSING_OR_BLANK,"WS/MP579/2025-2026/192822-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Harmanpura tatha Chavdapura Vistarma Block Paving Work,,13-Nov-25,218061,,,,,,,,,
15950,Gujarat,,ANAND,,Works Completed.csv,15951,MISSING_OR_BLANK,"WS/MP579/2025-2026/192830-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Limdi Faliya Temaj Para Vistar ma Block Paving nu Kam,,13-Nov-25,299907,,,,,,,,,
15951,Gujarat,,ANAND,,Works Completed.csv,15952,MISSING_OR_BLANK,"WS/MP579/2025-2026/192847-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Gam Na Wad thi R.I. Patel Vidyalay Sudhi Block Paving nu Kam,,13-Nov-25,154665,,,,,,,,,
15952,Telangana,,KARIMNAGAR,,Works Completed.csv,15953,MISSING_OR_BLANK,WS/MP770/2025-2026/195209-Construction of community centers and community halls,,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Sanjay Kumar Bandi,,,,,,,,,Normal/Others,Balance work for Construction of Community Hall H.No.6-57 at Thatipalli village Mallial mandal,,19-Sep-25,199999,,,,,,,,,
15960,Chhattisgarh,,RAIPUR,,Works Completed.csv,15961,MISSING_OR_BLANK,"WS/MP18336/2025-2026/226326-Construction of roads, link roads, pathways or any other road with or without drainage system",,Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),BRIJMOHAN AGRAWAL,,,,,,,,,Normal/Others,"CC ROAD NIRMAN - SHAMSHAAN GHAT ROAD AWAM MIDDLE SCHOOL KE PASS, GRAM PANCHAYAT JANGDA, BLOCK SIMGA DIST BALODABAZAR",,15-May-26,997712,,,,,,,,,
15962,Bihar,,PURNEA,,Works Completed.csv,15963,MISSING_OR_BLANK,WS/MP18041/2025-2026/174354-Street lights,,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,,,,,,,,,Normal/Others,"16 mitre unchain wale L.E.D. 150x10 high mask light DSA ground nawratan hata ward no. 22, purnia me 4 adad adhisthapit karne ki anusansha ki jati hai",,20-Sep-25,3600000,,,,,,,,,
15965,Tamil Nadu,,SIVAGANGA,,Works Completed.csv,15966,MISSING_OR_BLANK,WS/MP393/2025-2026/210038-Lighting of public spaces,,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri Karti P Chidambaram,,,,,,,,,Normal/Others,MPLADS 2024-25) Providing in Mini Mast Light in Mullaikulam Village in Kuvalaiveli Panchayat,,19-Sep-25,499621,,,,,,,,,
15969,Tamil Nadu,,SIVAGANGA,,Works Completed.csv,15970,MISSING_OR_BLANK,WS/MP393/2025-2026/210039-Lighting of public spaces,,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri Karti P Chidambaram,,,,,,,,,Normal/Others,"MPLADS 2024-25) Providing in Mini Mast Light in Near Ramanathaswami Kovil Annavasal Village, Annavasal Panchayat",,19-Sep-25,499621,,,,,,,,,
15972,Gujarat,,ANAND,,Works Completed.csv,15973,MISSING_OR_BLANK,"WS/MP579/2025-2026/192826-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Ramwadi Vistarma Block Paving Work.,,13-Nov-25,120284,,,,,,,,,
15973,Gujarat,,ANAND,,Works Completed.csv,15974,MISSING_OR_BLANK,"WS/MP579/2025-2026/192825-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Mukhiwala Vistar ma Block Paving Work,,13-Nov-25,133709,,,,,,,,,
15974,Gujarat,,ANAND,,Works Completed.csv,15975,MISSING_OR_BLANK,"WS/MP579/2025-2026/194621-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,highschool pase block paving nu kam,,13-Nov-25,206343,,,,,,,,,
15975,Gujarat,,ANAND,,Works Completed.csv,15976,MISSING_OR_BLANK,"WS/MP579/2025-2026/192853-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,"Samarth Residency Association, Mukhy Rasta thi Society ne Jodto Rasta ma Block Paving nu Kam",,13-Nov-25,274855,,,,,,,,,
15976,Odisha,,BARGARH,,Works Completed.csv,15977,MISSING_OR_BLANK,"WS/MP18139/2025-2026/202654-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",,Baragada(DISTRICT COLLECTOR BARAGARH_IDA),PRADEEP PUROHIT,,,,,,,,,Normal/Others,Construction of Cycle Stand in Tora Higher Secondary School,,20-Sep-25,400000,,,,,,,,,
15977,Gujarat,,ANAND,,Works Completed.csv,15978,MISSING_OR_BLANK,"WS/MP579/2025-2026/170985-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,ARVINDBHAI PARMAR VORA VALU FALIYAMA BLOCK PAVING WORK,,13-Nov-25,72524,,,,,,,,,
15978,Gujarat,,ANAND,,Works Completed.csv,15979,MISSING_OR_BLANK,"WS/MP579/2025-2026/170987-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,NAHER VISTAR BUDHABHAI SHANABHAI THAKOR NA GHAR VISTARMA BLOCK PAVING WORK,,13-Nov-25,43630,,,,,,,,,
15979,Gujarat,,ANAND,,Works Completed.csv,15980,MISSING_OR_BLANK,"WS/MP579/2025-2026/192823-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Bhathiji Mandir Pasena Vistarma Block Paving nu Kam,,13-Nov-25,324872,,,,,,,,,
15980,Gujarat,,ANAND,,Works Completed.csv,15981,MISSING_OR_BLANK,"WS/MP579/2025-2026/194614-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,wadi vistar jashubha jamadarna ghar pase tatha sabirbhai na ghar pase block paving nu kam,,13-Nov-25,180000,,,,,,,,,
15981,Gujarat,,ANAND,,Works Completed.csv,15982,MISSING_OR_BLANK,"WS/MP579/2025-2026/170986-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,NAHER VISTAR SOMABHAI SHANBHAI THAKOR NA GHAR VISTAR MA BLOCK PAVING WORK,,13-Nov-25,144706,,,,,,,,,
15982,Gujarat,,ANAND,,Works Completed.csv,15983,MISSING_OR_BLANK,"WS/MP579/2025-2026/170988-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,NAHER VISTARMA VIHIT MATA MANDIR VISTARMA BLOCK PAVING WORK,,13-Nov-25,29247,,,,,,,,,
15984,Gujarat,,ANAND,,Works Completed.csv,15985,MISSING_OR_BLANK,"WS/MP579/2025-2026/192818-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Ashopalav Walu Faliyama Block Paving Work,,13-Nov-25,299622,,,,,,,,,
15985,Gujarat,,ANAND,,Works Completed.csv,15986,MISSING_OR_BLANK,"WS/MP579/2025-2026/192824-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Sarvajanik Smashanma Block Paving Work,,13-Nov-25,290000,,,,,,,,,
15987,Gujarat,,ANAND,,Works Completed.csv,15988,MISSING_OR_BLANK,"WS/MP579/2025-2026/192819-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Nishalwalu Faliya Ma Block Paving Work,,13-Nov-25,299974,,,,,,,,,
15988,Gujarat,,ANAND,,Works Completed.csv,15989,MISSING_OR_BLANK,"WS/MP579/2025-2026/194624-Construction of roads, link roads, pathways or any other road with or without drainage system",,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,,,,,,,,,Normal/Others,Matawadi Faliyama Chowk ma Block Paving nu kam,,13-Nov-25,250000,,,,,,,,,
15991,Himachal Pradesh,,MANDI,,Works Completed.csv,15992,MISSING_OR_BLANK,"WS/MP18328/2025-2026/196721-Construction of roads, link roads, pathways or any other road with or without drainage system",,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,,,,,,,,,Normal/Others,"Construction of Pucca Path along with Protection wall at Link road Jakheru to Upper Tyambla near the house of Inder Singh of village Tymbla in GP Kathyahun, work executive by BDO Balh",,30-Jan-26,100000,,,,,,,,,
15995,Uttar Pradesh,,BAREILLY,,Works Completed.csv,15996,MISSING_OR_BLANK,WS/MP18377/2025-2026/212944-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),CHHATRA PAL SINGH GANGWAR,,,,,,,,,Normal/Others,"BHADPURA KE MAHMOODAPUR, MUBARIKPUR, METHI NAVADIYA, ALHAIYA, DHAKIYA BARKALISHAH, MATKAPUR, DANDIYA NAJMULNISHA, MUNDIYA JAGROOP, DHAMIPUR, JOHRA JADUPUR, PARASRAMPUR, NAWABGANJ KE KHAMPUR URF SANGRAMPUR, SANTOSHPUR, NIJAMAU, JOGITHER ME SHAMSHAN SHED KA NIRMAN",,07-Jan-26,350678,,,,,,,,,
15996,Uttar Pradesh,,BAREILLY,,Works Completed.csv,15997,MISSING_OR_BLANK,WS/MP18377/2025-2026/212945-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),CHHATRA PAL SINGH GANGWAR,,,,,,,,,Normal/Others,"BHADPURA KE MAHMOODAPUR, MUBARIKPUR, METHI NAVADIYA, ALHAIYA, DHAKIYA BARKALISHAH, MATKAPUR, DANDIYA NAJMULNISHA, MUNDIYA JAGROOP, DHAMIPUR, JOHRA JADUPUR, PARASRAMPUR, NAWABGANJ KE KHAMPUR URF SANGRAMPUR, SANTOSHPUR, NIJAMAU, JOGITHER ME SHAMSHAN SHED KA NIRMAN",,07-Jan-26,350678,,,,,,,,,
15997,Uttar Pradesh,,BAREILLY,,Works Completed.csv,15998,MISSING_OR_BLANK,WS/MP18377/2025-2026/212946-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),CHHATRA PAL SINGH GANGWAR,,,,,,,,,Normal/Others,"BHADPURA KE MAHMOODAPUR, MUBARIKPUR, METHI NAVADIYA, ALHAIYA, DHAKIYA BARKALISHAH, MATKAPUR, DANDIYA NAJMULNISHA, MUNDIYA JAGROOP, DHAMIPUR, JOHRA JADUPUR, PARASRAMPUR, NAWABGANJ KE KHAMPUR URF SANGRAMPUR, SANTOSHPUR, NIJAMAU, JOGITHER ME SHAMSHAN SHED KA NIRMAN",,07-Jan-26,350678,,,,,,,,,
15998,Uttar Pradesh,,BAREILLY,,Works Completed.csv,15999,MISSING_OR_BLANK,WS/MP18377/2025-2026/212948-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),CHHATRA PAL SINGH GANGWAR,,,,,,,,,Normal/Others,"BHADPURA KE MAHMOODAPUR, MUBARIKPUR, METHI NAVADIYA, ALHAIYA, DHAKIYA BARKALISHAH, MATKAPUR, DANDIYA NAJMULNISHA, MUNDIYA JAGROOP, DHAMIPUR, JOHRA JADUPUR, PARASRAMPUR, NAWABGANJ KE KHAMPUR URF SANGRAMPUR, SANTOSHPUR, NIJAMAU, JOGITHER ME SHAMSHAN SHED KA NIRMAN",,07-Jan-26,350678,,,,,,,,,
15999,Uttar Pradesh,,BAREILLY,,Works Completed.csv,16000,MISSING_OR_BLANK,WS/MP18377/2025-2026/212947-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),CHHATRA PAL SINGH GANGWAR,,,,,,,,,Normal/Others,"BHADPURA KE MAHMOODAPUR, MUBARIKPUR, METHI NAVADIYA, ALHAIYA, DHAKIYA BARKALISHAH, MATKAPUR, DANDIYA NAJMULNISHA, MUNDIYA JAGROOP, DHAMIPUR, JOHRA JADUPUR, PARASRAMPUR, NAWABGANJ KE KHAMPUR URF SANGRAMPUR, SANTOSHPUR, NIJAMAU, JOGITHER ME SHAMSHAN SHED KA NIRMAN",,07-Jan-26,350678,,,,,,,,,
16000,Karnataka,,HAVERI,,Works Completed.csv,16001,MISSING_OR_BLANK,WS/MP18087/2025-2026/192112-Construction of buildings for community cultural activities,,GADAG(Deputy Commsioner Gadag_ida),BASAVARAJ BOMMAI,,,,,,,,,Normal/Others,BASAVESHWAR YUVAK MANDAL KATTAD NIRMAN,,25-Feb-26,500000,,,,,,,,,
16001,Uttar Pradesh,,BAREILLY,,Works Completed.csv,16002,MISSING_OR_BLANK,WS/MP18377/2025-2026/212949-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),CHHATRA PAL SINGH GANGWAR,,,,,,,,,Normal/Others,"BHADPURA KE MAHMOODAPUR, MUBARIKPUR, METHI NAVADIYA, ALHAIYA, DHAKIYA BARKALISHAH, MATKAPUR, DANDIYA NAJMULNISHA, MUNDIYA JAGROOP, DHAMIPUR, JOHRA JADUPUR, PARASRAMPUR, NAWABGANJ KE KHAMPUR URF SANGRAMPUR, SANTOSHPUR, NIJAMAU, JOGITHER ME SHAMSHAN SHED KA NIRMAN",,07-Jan-26,350678,,,,,,,,,
16002,Jammu And Kashmir,,SRINAGAR,,Works Completed.csv,16003,MISSING_OR_BLANK,WS/MP18260/2025-2026/185398-Providing drains and gutters for public drainage,,SRINAGAR(DEPUTY COMMISSIONER SRINAGAR_IDA),AGA SYED RUHULLAH MEHDI,,,,,,,,,Normal/Others,Construction of drain from the house of farooq ahmad lone to late noor mohammad kumar opposite white house hawal srinagar,Images,24-Sep-25,,,,,,,,,,
16006,Bihar,,MADHEPURA,,Works Completed.csv,16007,MISSING_OR_BLANK,WS/MP558/2025-2026/215760-Street lights,,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Dinesh Chandra Yadav,,,,,,,,,Normal/Others,Patarghat Prakhand antargat Pastpar panchayat ke Jeerba Durga sthaan Ward no-14 and 15 ke najdik High Mast Light ka Adhisthapan.,,23-Sep-25,697000,,,,,,,,,
16008,Bihar,,MADHEPURA,,Works Completed.csv,16009,MISSING_OR_BLANK,WS/MP558/2025-2026/215761-Street lights,,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Dinesh Chandra Yadav,,,,,,,,,Normal/Others,Patarghat Prakhand antargat Dhabauli-Poorvi panchayat ke rahua Durga sthaan ke pass High Mast Light ka Adhisthapan.,,23-Sep-25,697000,,,,,,,,,
16009,Bihar,,MADHEPURA,,Works Completed.csv,16010,MISSING_OR_BLANK,WS/MP558/2025-2026/215763-Street lights,,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Dinesh Chandra Yadav,,,,,,,,,Normal/Others,Sonbarsa Prakhand antargat Kashnagar panchayat ke Kashnagar mukhya bazar Chouraha par High Mast Light ka Adhisthapan.,,23-Sep-25,697000,,,,,,,,,
16010,Bihar,,MADHEPURA,,Works Completed.csv,16011,MISSING_OR_BLANK,WS/MP558/2025-2026/215764-Street lights,,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Dinesh Chandra Yadav,,,,,,,,,Normal/Others,Sonbarsa Prakhand antargat Kashnagar panchayat ke Barahi ward no-11 Ambedkar Chowk kw bagal mey High Mast Light ka Adhisthapan.,,23-Sep-25,697000,,,,,,,,,
16012,Odisha,,CUTTACK,,Works Completed.csv,16013,MISSING_OR_BLANK,"WS/MP372/2025-2026/185710-Construction of roads, link roads, pathways or any other road with or without drainage system",,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),Shri Bhartruhari Mahtab,,,,,,,,,Normal/Others,CONSTRUCTION OF MADHAPUR DABAKHOLO CC ROAD,,16-Feb-26,100000,,,,,,,,,
16016,Uttarakhand,,TEHRI GARHWAL,,Works Completed.csv,16017,MISSING_OR_BLANK,WS/MP478/2025-2026/180834-Street lights,,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,,,,,,,,,Normal/Others,Gram Thewa Maldevta me Saur Urja ki 10 Solar Street Light (Working Agency Lagu Sinchai Vibhag D Dun),,20-Sep-25,249660,,,,,,,,,
16049,Odisha,,KORAPUT(ST),,Works Completed.csv,16050,MISSING_OR_BLANK,WS/MP453/2025-2026/153930-Construction of community centers and community halls,,RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA),Saptagiri Sankar Ulaka,,,,,,,,,Normal/Others,"Repair and renovation of existing BAR Association building in the District Court premises under Rayagada Municipality, Ward No 6",,21-Sep-25,224621,,,,,,,,,
16050,Uttar Pradesh,,KAIRANA,,Works Completed.csv,16051,MISSING_OR_BLANK,WS/MP18223/2025-2026/195633-Construction of boundary walls of existing public and community buildings,,SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),IQRA CHOUDHARY,,,,,,,,,Normal/Others,Gram kiwana me kabristan ki char diwari nirman,,20-Jan-26,1128827,,,,,,,,,
16051,Uttar Pradesh,,KAIRANA,,Works Completed.csv,16052,MISSING_OR_BLANK,WS/MP18223/2025-2026/195634-Construction of boundary walls of existing public and community buildings,,SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),IQRA CHOUDHARY,,,,,,,,,Normal/Others,Gram mimla me kabristan ki char diwari nirman,,20-Jan-26,1289018,,,,,,,,,
16052,Uttar Pradesh,,KAIRANA,,Works Completed.csv,16053,MISSING_OR_BLANK,WS/MP18223/2025-2026/195631-Construction of common work sheds/ common covered sitting area,,SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),IQRA CHOUDHARY,,,,,,,,,Normal/Others,gram kudana me vidhya samshan ki chardiwari aur shed nirman,,20-Jan-26,1390196,,,,,,,,,
16053,Uttar Pradesh,,KAIRANA,,Works Completed.csv,16054,MISSING_OR_BLANK,"WS/MP18223/2025-2026/195630-Construction of roads, link roads, pathways or any other road with or without drainage system",,SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),IQRA CHOUDHARY,,,,,,,,,Normal/Others,Gram Makhmulpur me Jagpal ke makan se sudesh ke makan tak cc road nirman,,20-Jan-26,2008744,,,,,,,,,
16054,Uttar Pradesh,,KAIRANA,,Works Completed.csv,16055,MISSING_OR_BLANK,"WS/MP18223/2025-2026/195628-Construction of roads, link roads, pathways or any other road with or without drainage system",,SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),IQRA CHOUDHARY,,,,,,,,,Normal/Others,Gram Bahawadi me devi putr kabool singh ke makan se manful ke makan tak aur side galiyo me cc road nirman,,20-Jan-26,1386188,,,,,,,,,
16056,Gujarat,,KHEDA,,Works Completed.csv,16057,MISSING_OR_BLANK,"WS/	 MP005/2025-2026/194326-Construction of roads, link roads, pathways or any other road with or without drainage system",,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,,,,,,,,,Normal/Others,Construction of Paver Block Work At Crematorium Traj Village,,22-Sep-25,247902,,,,,,,,,
16058,Gujarat,,KHEDA,,Works Completed.csv,16059,MISSING_OR_BLANK,"WS/	 MP005/2025-2026/182107-Construction of roads, link roads, pathways or any other road with or without drainage system",,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,,,,,,,,,Normal/Others,"Construction of C.C roads,Main road Towards Manibhai Sanabhai House Area",,22-Sep-25,100000,,,,,,,,,
16060,Gujarat,,PANCHMAHAL,,Works Completed.csv,16061,MISSING_OR_BLANK,WS/MP18055/2025-2026/181756-Construction of footpaths and pedestrian ways,,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),RAJPALSINH MAHENDRASINH JADAV,,,,,,,,,Normal/Others,PEWER BLOCK WORK IN JORAPURA TABE BHAGVANJI NA MUVADA NEAR TOWER,,16-Dec-25,249568,,,,,,,,,
16064,Tamil Nadu,,TIRUVALLUR(SC),,Works Completed.csv,16065,MISSING_OR_BLANK,"WS/MP18186/2025-2026/197020-Construction of roads, link roads, pathways or any other road with or without drainage system",,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,,,,,,,,,Normal/Others,"Construction of Compound wall at Tiruvalangadu Higher secondary school, Tiruvalangadu Block",,22-Sep-25,1594278,,,,,,,,,
16067,Tamil Nadu,,TIRUVALLUR(SC),,Works Completed.csv,16068,MISSING_OR_BLANK,WS/MP18186/2025-2026/149102-Purchase Books for Library,,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,,,,,,,,,Normal/Others,"Purchasing book “Mahamanithar Nehru"" published by Nava India Publishing House for all middle, high and high Secondary school libraries under Tiruvallur Parliamentary Constituency.",,22-Dec-25,888000,,,,,,,,,
16075,Uttarakhand,,TEHRI GARHWAL,,Works Completed.csv,16076,MISSING_OR_BLANK,WS/MP478/2025-2026/180832-Street lights,,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,,,,,,,,,Normal/Others,Gram Seraki me Saur Urja ki 10 Solar Street Light (Working Agency Lagu Sinchai Vibhag D Dun),,22-Sep-25,249600,,,,,,,,,
16077,Uttarakhand,,TEHRI GARHWAL,,Works Completed.csv,16078,MISSING_OR_BLANK,WS/MP478/2025-2026/180829-Street lights,,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,,,,,,,,,Normal/Others,Gram Timilimansingh me Saur Urja ki 10 Solar Street Light (Working Agency Lagu Sinchai Vibhag D Dun ),,22-Sep-25,249540,,,,,,,,,
16078,Tamil Nadu,,SIVAGANGA,,Works Completed.csv,16079,MISSING_OR_BLANK,WS/MP393/2025-2026/164273-Construction of buildings for community cultural activities,,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),Shri Karti P Chidambaram,,,,,,,,,Normal/Others,MP Lads 2024-25 Contraction of Drama Stage Near MARAIYAMMAN KOVIL SAMUDRAM Village And SAMUDRAM PANCHAYATH,,22-Sep-25,698935,,,,,,,,,
16079,Uttarakhand,,TEHRI GARHWAL,,Works Completed.csv,16080,MISSING_OR_BLANK,WS/MP478/2025-2026/180828-Street lights,,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,,,,,,,,,Normal/Others,Gram Chhamorli me Saur Urja ki 10 Solar Street Light ( Working Agency Lagu Sinchai Vibhag D Dun),,22-Sep-25,249600,,,,,,,,,
16080,Uttarakhand,,TEHRI GARHWAL,,Works Completed.csv,16081,MISSING_OR_BLANK,WS/MP478/2025-2026/180826-Street lights,,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,,,,,,,,,Normal/Others,Gram Panchyat Bagi ke Gram Bansu me Saur Urja ki 20 Solar Street Light ( Working Agency Lagu Sinchai Vibhag D DUN),,22-Sep-25,499320,,,,,,,,,
